objectid;straatnaam;postcode6;postcode4;hsnr_laag;hsnr_hoog;hsnr_aant;buurtcode;buurtnaam;wijkcode;wijknaam;stadsdeelcode;stadsdeelnaam;x_rd;y_rd;longitude;latitude;geo_shape;geo_point_2d
5608;de Sitterstraat;5612PM;5612;2.0;48.0;24.0;411;Limbeek-Noord;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160388.19705;384305.50261353;5.46471085;51.4478123;"{""coordinates"": [5.464709567866827, 51.44781196594661], ""type"": ""Point""}";51.44781196594661, 5.464709567866827
5611;de Vier Heemskinderenlaan;5625HB;5625;2.0;48.0;24.0;513;Jagershoef;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160723.39298;387240.71855;5.46958049;51.47419263;"{""coordinates"": [5.46957907305173, 51.474192271048324], ""type"": ""Point""}";51.474192271048324, 5.46957907305173
5612;de Vriesstraat;5612KG;5612;1.0;57.0;21.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161033.93351391;384322.316;5.47400013;51.44795687;"{""coordinates"": [5.473998881966198, 51.447956538507796], ""type"": ""Point""}";51.447956538507796, 5.473998881966198
5614;de Vriesstraat;5612KJ;5612;46.0;107.0;30.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160800.29098009;384205.18525;5.47063721;51.44690648;"{""coordinates"": [5.470635958900202, 51.44690614913981], ""type"": ""Point""}";51.44690614913981, 5.470635958900202
5616;de Waghemakerstraat;5622JE;5622;1.0;7.0;7.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160536.4767;386321.01675037;5.46687562;51.46592763;"{""coordinates"": [5.46687423504524, 51.46592727426529], ""type"": ""Point""}";51.46592727426529, 5.46687423504524
5622;de Zaale;5612AJ;5612;5.0;20.0;5.0;115;TU-terrein;11;Wijk Centrum;1;Stadsdeel Centrum;162128.12813225;384365.64825;5.48974117;51.44833358;"{""coordinates"": [5.489739978188383, 51.4483332386987], ""type"": ""Point""}";51.4483332386987, 5.489739978188383
5625;van Beethovenlaan;5654EA;5654;1.0;29.0;15.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160335.61265;381313.4412869;5.46390904;51.42091814;"{""coordinates"": [5.4639079009690175, 51.42091782805426], ""type"": ""Point""}";51.42091782805426, 5.4639079009690175
5631;van Blankenburgstraat;5654HD;5654;2.0;36.0;18.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159635.03078021;381000.75285;5.45383291;51.41811368;"{""coordinates"": [5.453831752264416, 51.41811337633143], ""type"": ""Point""}";51.41811337633143, 5.453831752264416
5641;van Ennettenstraat;5643ME;5643;2.0;46.0;23.0;233;Sintenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;163027.31938322;381610.7482;5.50261346;51.4235586;"{""coordinates"": [5.50261244542089, 51.423558287893464], ""type"": ""Point""}";51.423558287893464, 5.50261244542089
5642;van Ennettenstraat;5643MG;5643;48.0;58.0;6.0;233;Sintenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;163145.10962717;381520.84285;5.5043049;51.42274878;"{""coordinates"": [5.504303896677573, 51.42274846808227], ""type"": ""Point""}";51.42274846808227, 5.504303896677573
5647;van Gorkumlaan;5641WL;5641;1.0;25.0;13.0;333;Muschberg, Geestenberg;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164112.34485;383877.22202515;5.518272;51.44391467;"{""coordinates"": [5.518270948765798, 51.44391432325526], ""type"": ""Point""}";51.44391432325526, 5.518270948765798
5649;van Gorkumlaan;5641WP;5641;55.0;163.0;55.0;333;Muschberg, Geestenberg;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164293.62875;383899.78133147;5.52088016;51.44411448;"{""coordinates"": [5.520879116259351, 51.44411413731442], ""type"": ""Point""}";51.44411413731442, 5.520879116259351
5651;van Heukelomstraat;5624JZ;5624;1.0;7.0;4.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160271.05224341;386712.5073;5.46306182;51.46944915;"{""coordinates"": [5.463060397493618, 51.46944879537108], ""type"": ""Point""}";51.46944879537108, 5.463060397493618
5654;van Kanstraat;5652GA;5652;1.0;18.0;21.0;622;Het Ven;62;Wijk Halve Maan;6;Stadsdeel Strijp;159146.61369815;383383.21745;5.44683964;51.4395327;"{""coordinates"": [5.4468383533325415, 51.43953238549135], ""type"": ""Point""}";51.43953238549135, 5.4468383533325415
5660;van Logterenpad;5623BX;5623;2.0;8.0;4.0;425;Rapenland;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160850.91796983;385441.7076;5.47138605;51.45802064;"{""coordinates"": [5.471384731270487, 51.45802029140465], ""type"": ""Point""}";51.45802029140465, 5.471384731270487
5661;van Maanenstraat;5652RE;5652;1.0;51.0;26.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158399.44765;383992.25907464;5.43609941;51.44501219;"{""coordinates"": [5.43609806565448, 51.44501187502415], ""type"": ""Point""}";51.44501187502415, 5.43609806565448
5662;van Maanenstraat;5652RG;5652;2.0;54.0;27.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158376.42495;383971.86647734;5.43576805;51.44482903;"{""coordinates"": [5.435766705977941, 51.44482871179132], ""type"": ""Point""}";51.44482871179132, 5.435766705977941
5664;van Meursstraat;5615JN;5615;1.0;35.0;11.0;711;Schrijversbuurt;71;Wijk Rozenknopje;7;Stadsdeel Gestel;161148.2940505;382243.05285;5.47560889;51.42926583;"{""coordinates"": [5.475607755879052, 51.42926551268518], ""type"": ""Point""}";51.42926551268518, 5.475607755879052
5667;van Minderhoutstraat;5613JH;5613;1.0;17.0;9.0;312;Lakerlopen;31;Wijk De Laak;3;Stadsdeel Tongelre;162722.3;383223.27006848;5.49826342;51.43805729;"{""coordinates"": [5.498262326564031, 51.438056962383705], ""type"": ""Point""}";51.438056962383705, 5.498262326564031
5672;van Ostadestraat;5613GP;5613;1.0;55.0;41.0;312;Lakerlopen;31;Wijk De Laak;3;Stadsdeel Tongelre;162903.11335;383363.47234805;5.50086703;51.43931501;"{""coordinates"": [5.500865940667579, 51.43931468193172], ""type"": ""Point""}";51.43931468193172, 5.500865940667579
2848;Koningskinderen;5629KC;5629;1.0;51.0;26.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161669.15755;388609.98318696;5.48321931;51.48649004;"{""coordinates"": [5.483217902374415, 51.486489664646676], ""type"": ""Point""}";51.486489664646676, 5.483217902374415
2851;Koolzaadpad;5632KK;5632;1.0;32.0;32.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162464.68313387;387453.31035;5.49464817;51.47608313;"{""coordinates"": [5.494646849945403, 51.476082759053476], ""type"": ""Point""}";51.476082759053476, 5.494646849945403
2853;Kootwijkstraat;5651AR;5651;2.0;28.0;14.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;158792.13692951;384091.08535;5.44174901;51.445898;"{""coordinates"": [5.441747674429254, 51.445897676062216], ""type"": ""Point""}";51.445897676062216, 5.441747674429254
2854;Kootwijkstraat;5651AS;5651;30.0;56.0;14.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;158707.82468031;384078.0419;5.44053608;51.44578132;"{""coordinates"": [5.440534744222969, 51.445780995449354], ""type"": ""Point""}";51.445780995449354, 5.440534744222969
2859;Korenwolfstraat;5622BV;5622;1.0;43.0;22.0;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160656.62925;384961.6699052;5.46858283;51.45370773;"{""coordinates"": [5.468581530339495, 51.453707389223894], ""type"": ""Point""}";51.453707389223894, 5.468581530339495
2864;Korianderstraat;5643AP;5643;63.0;91.0;15.0;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;162609.1168;381252.0223235;5.49659302;51.42033994;"{""coordinates"": [5.49659199809266, 51.4203396247616], ""type"": ""Point""}";51.4203396247616, 5.49659199809266
2866;Korianderstraat;5643AS;5643;2.0;64.0;36.0;236;Nieuwe Erven;23;Wijk Putten;2;Stadsdeel Stratum;162697.97205;381389.33995771;5.49787344;51.42157303;"{""coordinates"": [5.497872422052208, 51.421572720746546], ""type"": ""Point""}";51.421572720746546, 5.497872422052208
2869;Kornoeljelaan;5643CE;5643;2.0;22.0;11.0;236;Nieuwe Erven;23;Wijk Putten;2;Stadsdeel Stratum;162650.0431;381454.90397892;5.4971858;51.42216302;"{""coordinates"": [5.49718477486638, 51.42216270684045], ""type"": ""Point""}";51.42216270684045, 5.49718477486638
2872;Kortonjolaan;5644KA;5644;2.0;46.0;23.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162153.78218351;380938.86425;5.49004057;51.41753103;"{""coordinates"": [5.490039535792927, 51.417530717546526], ""type"": ""Point""}";51.417530717546526, 5.490039535792927
2875;Koudenhovenseweg Noord;5631AW;5631;1.0;15.0;10.0;336;Karpen;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;163476.4317;384836.50243954;5.50914822;51.45254724;"{""coordinates"": [5.509147084874816, 51.452546886746376], ""type"": ""Point""}";51.452546886746376, 5.509147084874816
2876;Koudenhovenseweg Noord;5631AX;5631;68.0;76.0;5.0;336;Karpen;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;163375.15487755;384808.22855;5.50769052;51.45229461;"{""coordinates"": [5.507689378726115, 51.45229425979276], ""type"": ""Point""}";51.45229425979276, 5.507689378726115
2888;Kreeftstraat;5654AB;5654;1.0;25.0;12.0;723;Rapelenburg;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160375.08088105;381936.5511;5.46448597;51.4265187;"{""coordinates"": [5.464484813153267, 51.426518383878424], ""type"": ""Point""}";51.426518383878424, 5.464484813153267
2892;Kreugelstraat;5616SE;5616;1.0;37.0;15.0;615;Schoot;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;159449.86736145;384185.71075;5.45121135;51.44674373;"{""coordinates"": [5.451210028377922, 51.44674340804502], ""type"": ""Point""}";51.44674340804502, 5.451210028377922
2893;Kreugelstraat;5616SG;5616;16.0;56.0;27.0;615;Schoot;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;159399.33497796;384207.574;5.45048472;51.44694065;"{""coordinates"": [5.450483400939875, 51.44694032668445], ""type"": ""Point""}";51.44694032668445, 5.450483400939875
2894;Kroezelstraat;5632XM;5632;1.0;37.0;24.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;163038.91545;387658.91688316;5.5029184;51.47792334;"{""coordinates"": [5.502917106236438, 51.47792296442877], ""type"": ""Point""}";51.47792296442877, 5.502917106236438
2896;Kromhoutstraat;5622GV;5622;1.0;63.0;32.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160260.1665;386177.8180935;5.46289714;51.46464312;"{""coordinates"": [5.462895748100888, 51.464642766281926], ""type"": ""Point""}";51.464642766281926, 5.462895748100888
2898;Krommenbeemd;5641JX;5641;2.0;54.0;27.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164543.2026;384732.72822197;5.5244926;51.45159738;"{""coordinates"": [5.524491532688631, 51.45159702278653], ""type"": ""Point""}";51.45159702278653, 5.524491532688631
2904;Kruburg;5632PH;5632;2.0;46.0;23.0;544;Heesterakker;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162516.4183;388244.81431757;5.49540979;51.48319699;"{""coordinates"": [5.495408441508127, 51.48319660599578], ""type"": ""Point""}";51.48319660599578, 5.495408441508127
2906;Kruidenhof;5632MD;5632;2.0;58.0;29.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162312.0378931;387571.1186;5.49245344;51.47714407;"{""coordinates"": [5.49245210687668, 51.4771436993025], ""type"": ""Point""}";51.4771436993025, 5.49245210687668
2914;Kruisstraat;5612CH;5612;165.0;187.0;52.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160992.8092;384510.71755584;5.47341176;51.44965079;"{""coordinates"": [5.47341050027559, 51.449650454661715], ""type"": ""Point""}";51.449650454661715, 5.47341050027559
2917;Kruisstraat;5612CL;5612;94.0;122.0;30.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;161131.9771;384331.17089884;5.47541066;51.44803541;"{""coordinates"": [5.475409413984201, 51.44803507193739], ""type"": ""Point""}";51.44803507193739, 5.475409413984201
2920;Kuifvlinderstraat;5641BS;5641;1.0;24.0;20.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164165.54364941;384622.12145;5.51905661;51.45060945;"{""coordinates"": [5.519055522075591, 51.4506090950736], ""type"": ""Point""}";51.4506090950736, 5.519055522075591
2921;Kuilenstraat;5641CA;5641;1.0;14.0;8.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;163794.765172;384685.0358;5.51372417;51.45118087;"{""coordinates"": [5.5137230590870265, 51.451180524118826], ""type"": ""Point""}";51.451180524118826, 5.5137230590870265
2932;Laagstraat;5654PP;5654;266.0;292.0;29.0;722;Blaarthem;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160160.0367;381776.77871524;5.46139164;51.42508457;"{""coordinates"": [5.4613904761563825, 51.425084254609516], ""type"": ""Point""}";51.425084254609516, 5.4613904761563825
5674;van Pedestraat;5622BG;5622;1.0;20.0;19.0;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160415.23335;385146.57211339;5.46511273;51.45537213;"{""coordinates"": [5.465111398187035, 51.455371786963205], ""type"": ""Point""}";51.455371786963205, 5.465111398187035
5675;van Poppelstraat;5622BJ;5622;1.0;22.0;22.0;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160313.25765;385216.60720322;5.46364661;51.45600262;"{""coordinates"": [5.463645271989711, 51.45600228105109], ""type"": ""Point""}";51.45600228105109, 5.463645271989711
5676;van Reespad;5645JJ;5645;2.0;18.0;10.0;230;Puttense Dreef;23;Wijk Putten;2;Stadsdeel Stratum;163790.28215;381869.95552228;5.51358938;51.42587715;"{""coordinates"": [5.513588394976834, 51.425876824005236], ""type"": ""Point""}";51.425876824005236, 5.513588394976834
5679;van Renesseweg;5645JR;5645;2.0;48.0;24.0;232;Burghplan;23;Wijk Putten;2;Stadsdeel Stratum;163758.163;382152.13329083;5.51313458;51.42841405;"{""coordinates"": [5.513133584311179, 51.428413724017155], ""type"": ""Point""}";51.428413724017155, 5.513133584311179
5680;van Renesseweg;5645JS;5645;50.0;80.0;16.0;232;Burghplan;23;Wijk Putten;2;Stadsdeel Stratum;163732.4636;382062.95732042;5.51276284;51.42761287;"{""coordinates"": [5.512761844361471, 51.42761255060174], ""type"": ""Point""}";51.42761255060174, 5.512761844361471
5682;van Speijkstraat;5612GE;5612;1.0;86.0;43.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160644.35145;384696.11055585;5.46840193;51.45132083;"{""coordinates"": [5.468400640527258, 51.451320492914995], ""type"": ""Point""}";51.451320492914995, 5.468400640527258
5684;van Swindenstraat;5612PV;5612;2.0;48.0;24.0;411;Limbeek-Noord;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160314.07563091;384378.30195;5.4636457;51.44846737;"{""coordinates"": [5.463644414096167, 51.44846704003018], ""type"": ""Point""}";51.44846704003018, 5.463644414096167
2933;Laagstraat;5654PR;5654;294.0;386.0;41.0;722;Blaarthem;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159992.26865573;381625.0562;5.45897733;51.42372229;"{""coordinates"": [5.458976162958671, 51.42372198351163], ""type"": ""Point""}";51.42372198351163, 5.458976162958671
2934;Laagstraat;5654PS;5654;388.0;472.0;85.0;722;Blaarthem;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159740.81123308;381417.62105;5.4553592;51.4218599;"{""coordinates"": [5.455358029660295, 51.42185959037529], ""type"": ""Point""}";51.42185959037529, 5.455358029660295
2938;Laarstraat;5644RV;5644;16.0;16.0;1.0;726;Gennep;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160475.08487791;379748.80055;5.46588985;51.40685274;"{""coordinates"": [5.4658887605895075, 51.406852427939036], ""type"": ""Point""}";51.406852427939036, 5.4658887605895075
2941;Lakerstraat;5613EN;5613;1.0;29.0;16.0;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre;162198.439;383416.00600464;5.49073318;51.43979667;"{""coordinates"": [5.490732044862436, 51.439796340815064], ""type"": ""Point""}";51.439796340815064, 5.490732044862436
2942;Lakerstraat;5613EP;5613;31.0;61.0;16.0;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre;162296.50395;383303.9951766;5.49214128;51.43878858;"{""coordinates"": [5.492140161165175, 51.43878825183061], ""type"": ""Point""}";51.43878825183061, 5.492140161165175
2952;Landleven;5658HZ;5658;1.0;264.0;172.0;633;Grasrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156999.67775;382581.28068152;5.41595673;51.43233609;"{""coordinates"": [5.415955423638645, 51.43233579567161], ""type"": ""Point""}";51.43233579567161, 5.415955423638645
2953;Landsard;5657AJ;5657;15.0;21.0;4.0;631;BeA2;63;Wijk Meerhoven;6;Stadsdeel Strijp;155747.59235;386049.52168486;5.39795891;51.46351405;"{""coordinates"": [5.397957444425578, 51.46351375439727], ""type"": ""Point""}";51.46351375439727, 5.397957444425578
2955;Landsteinerlaan;5644DA;5644;1.0;9.0;6.0;224;Roosten;22;Wijk Kortonjo;2;Stadsdeel Stratum;162310.5295;380572.32826977;5.49228629;51.41423434;"{""coordinates"": [5.492285275236843, 51.41423403176018], ""type"": ""Point""}";51.41423403176018, 5.492285275236843
2957;Langdonkenstraat;5616PN;5616;2.0;28.0;29.0;612;Philipsdorp;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160359.69805;383450.37591717;5.46428785;51.44012612;"{""coordinates"": [5.46428661921972, 51.44012579682913], ""type"": ""Point""}";51.44012579682913, 5.46428661921972
2963;Lardinoisstraat;5611ZZ;5611;1.0;24.0;20.0;114;Fellenoord;11;Wijk Centrum;1;Stadsdeel Centrum;161164.3755;383812.34751958;5.47586762;51.44337152;"{""coordinates"": [5.475866408508049, 51.44337119403423], ""type"": ""Point""}";51.44337119403423, 5.475866408508049
2969;Lassusstraat;5654LM;5654;42.0;88.0;25.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159954.46265529;381399.0779;5.45843059;51.42169138;"{""coordinates"": [5.458429431640207, 51.4216910713878], ""type"": ""Point""}";51.4216910713878, 5.458429431640207
2970;Latiumpad;5631JS;5631;1.0;8.0;8.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162447.0483;386222.40939349;5.49436825;51.46501923;"{""coordinates"": [5.494366978960856, 51.4650188716997], ""type"": ""Point""}";51.4650188716997, 5.494366978960856
2976;Lauwerszeeweg;5628KG;5628;49.0;93.0;23.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160433.15775;387753.23101863;5.46541094;51.47880231;"{""coordinates"": [5.4654094833100855, 51.478801942421924], ""type"": ""Point""}";51.478801942421924, 5.4654094833100855
2978;Lauwerszeeweg;5628KJ;5628;2.0;70.0;35.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160460.7719;387843.39860236;5.46580984;51.47961252;"{""coordinates"": [5.465808386638287, 51.479612158560165], ""type"": ""Point""}";51.479612158560165, 5.465808386638287
2979;Lauwerszeeweg;5628KK;5628;72.0;130.0;30.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160404.89365;387831.11730513;5.46500528;51.47950267;"{""coordinates"": [5.465003819123617, 51.47950230684049], ""type"": ""Point""}";51.47950230684049, 5.465003819123617
2980;Lauwerszeeweg;5628KL;5628;132.0;180.0;25.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160403.28045;387785.61171957;5.46498135;51.47909365;"{""coordinates"": [5.4649798979855015, 51.47909328899916], ""type"": ""Point""}";51.47909328899916, 5.4649798979855015
2982;Lavendellaan;5643LN;5643;1.0;133.0;63.0;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;162974.0570871;381156.8923;5.50183741;51.4194798;"{""coordinates"": [5.501836404766792, 51.419479484486786], ""type"": ""Point""}";51.419479484486786, 5.501836404766792
2992;Le Sage ten Broeklaan;5615CR;5615;49.0;91.0;22.0;217;Looiakkers;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161784.7989;381762.96035104;5.48475211;51.42494312;"{""coordinates"": [5.484751024536701, 51.42494281101707], ""type"": ""Point""}";51.42494281101707, 5.484751024536701
2995;Le Sage ten Broeklaan;5615CV;5615;80.0;96.0;9.0;217;Looiakkers;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161717.8439;381729.61562758;5.4837888;51.4246442;"{""coordinates"": [5.483787714380668, 51.424643888302136], ""type"": ""Point""}";51.424643888302136, 5.483787714380668
2996;Leanderlaan;5631LC;5631;1.0;17.0;15.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162365.25275127;385800.0466;5.49318232;51.46122384;"{""coordinates"": [5.493181063516149, 51.46122348159324], ""type"": ""Point""}";51.46122348159324, 5.493181063516149
2999;Leeghwaterstraat;5612JK;5612;140.0;210.0;36.0;411;Limbeek-Noord;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160074.3584;384529.54502276;5.46019948;51.44982906;"{""coordinates"": [5.4601981672927655, 51.449828725641275], ""type"": ""Point""}";51.449828725641275, 5.4601981672927655
3004;Leendert Donkerstraat;5652RP;5652;1.0;7.0;4.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158335.97865;384097.93796974;5.43518746;51.44596248;"{""coordinates"": [5.43518610846855, 51.44596216791203], ""type"": ""Point""}";51.44596216791203, 5.43518610846855
3005;Leenderweg;5614HK;5614;1.0;45.0;31.0;215;Joriskwartier;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161994.96425;382107.85631272;5.48778069;51.42804071;"{""coordinates"": [5.487779608023219, 51.428040393677264], ""type"": ""Point""}";51.428040393677264, 5.487779608023219
3011;Leenderweg;5615AC;5615;90.0;120.0;32.0;216;Bloemenplein;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162176.69798309;381814.11885;5.49038783;51.42539811;"{""coordinates"": [5.490386768657624, 51.42539780056857], ""type"": ""Point""}";51.42539780056857, 5.490386768657624
3012;Leenderweg;5615AD;5615;122.0;148.0;25.0;216;Bloemenplein;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;162303.9587;381727.5829895;5.4922158;51.42461864;"{""coordinates"": [5.492214743051926, 51.42461832242685], ""type"": ""Point""}";51.42461832242685, 5.492214743051926
3013;Leenderweg;5643AG;5643;171.0;209.0;28.0;236;Nieuwe Erven;23;Wijk Putten;2;Stadsdeel Stratum;162400.07145;381607.01423976;5.49359515;51.42353363;"{""coordinates"": [5.49359410853879, 51.42353331494461], ""type"": ""Point""}";51.42353331494461, 5.49359410853879
3015;Leenderweg;5643AJ;5643;259.0;283.0;30.0;236;Nieuwe Erven;23;Wijk Putten;2;Stadsdeel Stratum;162534.70275;381294.03524974;5.49552411;51.42071858;"{""coordinates"": [5.495523083666065, 51.420718265217666], ""type"": ""Point""}";51.420718265217666, 5.495523083666065
3019;Leenderweg;5644AA;5644;150.0;150.0;9.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162386.4775;381515.30669887;5.49339778;51.42270948;"{""coordinates"": [5.493396740308314, 51.42270916505173], ""type"": ""Point""}";51.42270916505173, 5.493396740308314
3022;Leenderweg;5644AD;5644;244.0;282.0;18.0;221;Kerstroosplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162544.81435;381093.12908827;5.49566518;51.41891256;"{""coordinates"": [5.495664157043572, 51.418912251197895], ""type"": ""Point""}";51.418912251197895, 5.495664157043572
3026;Leeuwenstraat;5645BA;5645;1.0;51.0;26.0;234;Tivoli;23;Wijk Putten;2;Stadsdeel Stratum;163496.18885;381422.2174062;5.50935006;51.42185709;"{""coordinates"": [5.509349070172819, 51.42185677017198], ""type"": ""Point""}";51.42185677017198, 5.509349070172819
3027;Leeuwenstraat;5645BB;5645;53.0;95.0;20.0;234;Tivoli;23;Wijk Putten;2;Stadsdeel Stratum;163511.5306;381293.25073128;5.50956751;51.42069762;"{""coordinates"": [5.509566524063534, 51.4206972998322], ""type"": ""Point""}";51.4206972998322, 5.509566524063534
3034;Leidingstraat;5617AJ;5617;2.0;203.0;85.0;616;Strijp S;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;159911.13782557;384251.7138;5.45784754;51.44733317;"{""coordinates"": [5.457846241520149, 51.44733284611675], ""type"": ""Point""}";51.44733284611675, 5.457846241520149
3039;Lemmenslaan;5654JL;5654;53.0;79.0;14.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159781.6659;380943.59262843;5.45594012;51.41759866;"{""coordinates"": [5.455938973822213, 51.41759835410214], ""type"": ""Point""}";51.41759835410214, 5.455938973822213
3040;Lemmenslaan;5654JM;5654;2.0;48.0;24.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159729.16105;381067.03813005;5.45518699;51.41870872;"{""coordinates"": [5.455185838279783, 51.418708409905676], ""type"": ""Point""}";51.418708409905676, 5.455185838279783
3043;Lenningenhof;5625NS;5625;31.0;57.0;16.0;514;'t Hool;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161168.00505;387013.70944074;5.47597601;51.47214743;"{""coordinates"": [5.47597462382041, 51.472147065069436], ""type"": ""Point""}";51.472147065069436, 5.47597462382041
3046;Leostraat;5615BN;5615;58.0;92.0;47.0;216;Bloemenplein;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161992.25058628;381654.8958;5.48773268;51.42396923;"{""coordinates"": [5.487731612630955, 51.42396891727091], ""type"": ""Point""}";51.42396891727091, 5.487731612630955
3049;Leostraat;5644PB;5644;45.0;79.0;18.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162090.75762508;381601.6914;5.4891479;51.42348976;"{""coordinates"": [5.489146841086803, 51.42348944910255], ""type"": ""Point""}";51.42348944910255, 5.489146841086803
3051;Leuvenlaan;5628WE;5628;1.0;59.0;32.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161867.70938451;388050.53635;5.48606699;51.48145899;"{""coordinates"": [5.486065603713603, 51.48145861247989], ""type"": ""Point""}";51.48145861247989, 5.486065603713603
3056;Levylaan;5652VJ;5652;2.0;32.0;16.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158008.3768;383558.19799372;5.43047043;51.44111279;"{""coordinates"": [5.430469100934477, 51.441112478438946], ""type"": ""Point""}";51.441112478438946, 5.430469100934477
3058;Lichtenberg;5655BE;5655;49.0;83.0;18.0;732;Hanevoet;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158901.23244784;380568.061;5.44327921;51.41422992;"{""coordinates"": [5.44327803366437, 51.41422961093088], ""type"": ""Point""}";51.41422961093088, 5.44327803366437
